question;questionText;type
urn:LCQuAD:id:2334;Under which president did some politicians live in Kensington?;Agent
urn:LCQuAD:id:459;Who is the author of Karakuri Dji Ultimo ?;Agent
urn:LCQuAD:id:2113;Which company is located in Harris County, Texas?;Agent
urn:LCQuAD:id:4522;Which board memeber of jimmy Wales also owns Latvian Wikipedia ?;Agent
urn:LCQuAD:id:837;Which baseball team is managed by Bruce Bochy?;Agent
urn:LCQuAD:id:3206;What are the universities where athletics is regulated by National Collegiate Athletic Association?;Agent
urn:LCQuAD:id:1525;Who is the scientist whose academic advisor was Karl Ewald Hasse?;Agent
urn:LCQuAD:id:2381;Who owns the radio stations in Alabama?;Agent
urn:LCQuAD:id:4604;Which scientist is known for anthrax and has Karl Ewald Hasse as his academic advisor ?;Agent
urn:LCQuAD:id:1535;What is the owner of Ivanpah Solar Power Facility and the original developer of Dart?;Agent
urn:LCQuAD:id:955;What is the military branch of John Tower ?;Agent
urn:LCQuAD:id:4755;who is the husband of Rosie Huntington Whiteley?;Agent
urn:LCQuAD:id:3534;Who made the singles on the famous album Aida?;Agent
urn:LCQuAD:id:902;List all the former broadcast network of WMDN ?;Agent
urn:LCQuAD:id:444;What team has  players  born in Dominican Republic ?;Agent
urn:LCQuAD:id:754;Who was the opponent of Robert Carr, 1st Earl of Somerset ?;Agent
urn:LCQuAD:id:1989;Which saints were the messengers of Islam?;Agent
urn:LCQuAD:id:684;Which educational institution of Jack Mcgregor is also the alma mater of Donn barber ?;Agent
urn:LCQuAD:id:4342;Give me the list of people who scaled mountains in Sierra Nevada?;Agent
urn:LCQuAD:id:110;Where was David Scherman trained ?;Agent
urn:LCQuAD:id:1713;Who is the president when Loretta Ucelli used to work for Democratic party?;Agent
urn:LCQuAD:id:2821;Which prime ministers were served by the governor who appointed Murray Gleeson?;Agent
urn:LCQuAD:id:4781;Name the fictional character painted by Josh Friedman and portrayed in Terminator Genisys ?;Agent
urn:LCQuAD:id:4699;Which veterans served at CBS?;Agent
urn:LCQuAD:id:2169;Who attended Great Ayton university?;Agent
urn:LCQuAD:id:3954;List down all the baseball teams whose team manager was a Catcher?;Agent
urn:LCQuAD:id:213; Which musical band produced the subsequent work of City of New Orleans ?;Agent
urn:LCQuAD:id:3759;What is the debut team of the football player whose college is UCLA Bruins football?;Agent
urn:LCQuAD:id:4272;What are some employees of Uni of California, santa cruz?;Agent
urn:LCQuAD:id:1343;Which famous writer was married to Jill Krementz and had a son named Edith Vonnegut ?;Agent
urn:LCQuAD:id:1087;who all play for of the american football players at  Quarterback position?;Agent
urn:LCQuAD:id:4407;What team is famous for Robert Nederlander and also the debuting team of Gary Sanchez?;Agent
urn:LCQuAD:id:4263;In which companies boards do the writers of Wikitionary belong?;Agent
urn:LCQuAD:id:2246;Name the writer of South Park: The Stick of Truth ?;Agent
urn:LCQuAD:id:4752;Which automobile platform provider of Chiva bus is also the parent company of the Ford Falcon Cobra ?;Agent
urn:LCQuAD:id:3201;What team has Sam Keller and Jim McMilin played for?;Agent
urn:LCQuAD:id:703;Who wrote the frost king?;Agent
urn:LCQuAD:id:3341;Which company had built the rockets launched at the Cape Canaveral Air Force Station Space Launch Complex 17?;Agent
urn:LCQuAD:id:2257;Who trained the wrestlers who are billed in Wisconsin?;Agent
urn:LCQuAD:id:885;Which team did Bill Murphy and Jean Segura play for?;Agent
urn:LCQuAD:id:3395;Who had headed the governmental agencies whose admin HQ was in Niederkirchnerstrasse?;Agent
urn:LCQuAD:id:2412;Name a military unit whose command structure is United States Department of the Navy and garrison is Arlington County, Virginia?;Agent
urn:LCQuAD:id:2903;Which company developed both Dart and Go?;Agent
urn:LCQuAD:id:294;Which officers fought in the war of Siege of Fort Recovery?;Agent
urn:LCQuAD:id:1547;Which company builds Microsoft Azure and Microsoft Surface?;Agent
urn:LCQuAD:id:2012;return some  players who have played in the NBA?;Agent
urn:LCQuAD:id:425;What are some fictional characters whose voice is in the peanuts movie?;Agent
urn:LCQuAD:id:2400;What is the common university iof vanderbilt Commodores and also the college of hubert Wiggs ?;Agent
urn:LCQuAD:id:3796;Who is the writer with notable works like Adventures of Huckleberry Finn and The Adventures of Tom Sawyer?;Agent
urn:LCQuAD:id:3387;Through which label has Katy B released her singles?;Agent
urn:LCQuAD:id:913;Who first ascented a mountain of Cathedral Peak (California) ?;Agent
urn:LCQuAD:id:983;Which associated band of the Teddy Riley is also the performer of the Before I Let You Go?;Agent
urn:LCQuAD:id:3332;In which company is Raymond Conner at an important position?;Agent
urn:LCQuAD:id:3632;What is the draft team of Dale Mitchell (ice hockey) ?;Agent
urn:LCQuAD:id:2682;By whom is the broadcaster network Bounce TV founded?;Agent
urn:LCQuAD:id:4704;Who is the scientist whose doctoral student is Erich Bagge?;Agent
urn:LCQuAD:id:3160;Who are the parent  of the people that  has POD as Redding, Connecticut ?;Agent
urn:LCQuAD:id:780;What is the president whose lieutenants are Winston Bryant and Joe Purcell?;Agent
urn:LCQuAD:id:2;Name some leaders of the parent organisation of the Gestapo?;Agent
urn:LCQuAD:id:2737;Who are the people who died in a place architected by Jens Jensen;Agent
urn:LCQuAD:id:1776;Name the cover artist of the adventure of Tom sawyer ?;Agent
urn:LCQuAD:id:1913;Who did Bruce Bochy play for ? ;Agent
urn:LCQuAD:id:3706;What is the Band whose band member is Mark Middleton?;Agent
urn:LCQuAD:id:4127;Who was the vice president under which elizabeth alexander served?;Agent
urn:LCQuAD:id:2108;What is the profession of William Luther Hill ?;Agent
urn:LCQuAD:id:3753;List down the opponents of Frank Stilwell?;Agent
urn:LCQuAD:id:2996;Who is the writer of Neverwhere (radio play) ?;Agent
urn:LCQuAD:id:4867;Which football managers managed Middlesbrough F.C.?;Agent
urn:LCQuAD:id:1771;Who is the writer of the Cavalcade of America and The United States Steel Hour ?;Agent
urn:LCQuAD:id:4532;Which university is led by Jay Gogue?;Agent
urn:LCQuAD:id:758;List the leaders of the government agencies whose jurisdiction was German-occupied Europe.;Agent
urn:LCQuAD:id:250;List the cast member of the movies whose producer is Mark Johnson.;Agent
urn:LCQuAD:id:3468;Bud Adams owns which american football team?;Agent
urn:LCQuAD:id:3029;For which team did both Butch Metzger and Brian Horwitz debuted ? ;Agent
urn:LCQuAD:id:1194;For which team does hunter pence play for?;Agent
urn:LCQuAD:id:2235;What band was Afrika Baby Bam a part of, and often performed with Q Tip?;Agent
urn:LCQuAD:id:3699;Who is the prime minister of the successor of Kingsley Wood?;Agent
urn:LCQuAD:id:4908;WHo gave the lyrcis of Doonesbury ?;Agent
urn:LCQuAD:id:401;Who coached the marquet golden eagels during 2013;Agent
urn:LCQuAD:id:4910;Who are the parents of  Charles Phelps Taft II and Robert A. Taft?;Agent
urn:LCQuAD:id:2930;Where has the employee of Columbia Records  worked ?;Agent
urn:LCQuAD:id:3359;Who is the founder of Pittsburgh ?;Agent
urn:LCQuAD:id:1508;Who has had been the tenant of the stadium built by PCL construction firm?;Agent
urn:LCQuAD:id:1240;What is the university whose campus are Indiana and Iowa?;Agent
urn:LCQuAD:id:4125;Name the partners of the models whose one of the partner is Thom Evans ?;Agent
urn:LCQuAD:id:4803;Who has authored books published by the Perkins school for the Blind?;Agent
urn:LCQuAD:id:4348;Name the person whose child is Irne Joliot-Curie?;Agent
urn:LCQuAD:id:2711;Name few companies where don berlin and michael sears have worked together?;Agent
urn:LCQuAD:id:2791;With which musical artist is the music group which sung Mind Blowin  related to ?  ;Agent
urn:LCQuAD:id:4009;Who is known for are Battle of the Thames and War of 1812?;Agent
urn:LCQuAD:id:2866;Name the company founded by Jim Harris located in Harris County, Texas ?;Agent
urn:LCQuAD:id:3629;Name a fictional character whose relative is Uncle Henry and species is Human?;Agent
urn:LCQuAD:id:1708;Which bands are associated to David Paton?;Agent
urn:LCQuAD:id:2315;Who is the musician of Before I let you Go ?;Agent
urn:LCQuAD:id:609;Who developed the programming languages designed by Rob Pike?;Agent
urn:LCQuAD:id:167;Name the military unit whose garrison is Arlington County, Virginia and command structure is United States Department of Defense?;Agent
urn:LCQuAD:id:3700;which band was Roger waters in?;Agent
urn:LCQuAD:id:1700;What are the baseball players who played for San Francisco Giants?;Agent
urn:LCQuAD:id:2981;Who is the person whose parent is Ptolemy XII Auletes?;Agent
urn:LCQuAD:id:40;What are the schools whose city is Reading, Berkshire?;Agent
urn:LCQuAD:id:3217;Whose relatives are Uncle Henry (Oz) and Aunt Em?;Agent
urn:LCQuAD:id:74;Who gave the voice for Allen Walker ?;Agent
urn:LCQuAD:id:3909;Which companies have Kumho Asiana Group as their parent company?;Agent
urn:LCQuAD:id:4051;Who is the office holder whose resting place is Monticello?;Agent
urn:LCQuAD:id:2599;What fictional character s species is American Pekin duck;Agent
urn:LCQuAD:id:2768;Who is the president of United World College of Costa Rica ?;Agent
urn:LCQuAD:id:4703;Who is the  distributor of Rev (drink) ?;Agent
urn:LCQuAD:id:904;Who are the people which were the influencer of the person, who influenced Costanzo Preve ?;Agent
urn:LCQuAD:id:4441;What is the alma mater of Andrew W. Lewis ?;Agent
urn:LCQuAD:id:4690;Spanish harlem incident and girl from the north country were originally composed by whom?;Agent
urn:LCQuAD:id:4400;Name some relatives of the people studied in Manurewa High School?;Agent
urn:LCQuAD:id:3695;Who are the trainersof Candice Michelle?;Agent
urn:LCQuAD:id:2198;Which person belongs to the board of Howard Hughes Medical Institute?;Agent
urn:LCQuAD:id:1523;Which draft team od Dale Mitchell is also the tenant of Master Card center /;Agent
urn:LCQuAD:id:1200;List some things that Swedish people have become famous for?;AnatomicalStructure
urn:LCQuAD:id:2124;What ingredients are used in preparing the dish of Ragout fin?;AnatomicalStructure
urn:LCQuAD:id:4270;What is the label of Double Diamond (album) ?;AnatomicalStructure
urn:LCQuAD:id:915;What awards did the film director of The Haunted House win ?;Award
urn:LCQuAD:id:1744;which awards have been given to people who fought in the Battle of France?;Award
urn:LCQuAD:id:4315;What are the prizes won by the animator of The Skeleton Dance ?;Award
urn:LCQuAD:id:1669;What awards have been given to Screenwriters?;Award
urn:LCQuAD:id:2905;What awards have been given to some screenwriters?;Award
urn:LCQuAD:id:1815;What awards have been given to citizens of the Ottoman Empire?;Award
urn:LCQuAD:id:2059;What awards have the alumni of Academy of Fine Arts in Lodz achieved?;Award
urn:LCQuAD:id:4660;Which awards did the creator of A Barrel of Laughs, a Vale of Tears won ?;Award
urn:LCQuAD:id:3873;What are the awards won by the film editor of World of Tomorrow ?;Award
urn:LCQuAD:id:932;List the awards given to the relatives of Gregorios Bernardakis.;Award
urn:LCQuAD:id:2517;List the awards given to the important people of Aardman Animations?;Award
urn:LCQuAD:id:1760;What are all the prizes won by the writer of A Grand Day Out?;Award
urn:LCQuAD:id:4824;What were the awards won by the founder of Walt Disney Records ?;Award
urn:LCQuAD:id:2841;What are the awards won by the producer of Puss in Boots (film)?;Award
urn:LCQuAD:id:1830;What award was won by executive producer of Shaun the Sheep?;Award
urn:LCQuAD:id:2320;What is the honorary title of the narrator of Everything Will Be OK?;Award
urn:LCQuAD:id:4790;What is the prize awarded to Bruce Beutler ?;Award
urn:LCQuAD:id:2335;What awards were given to the producer of Chicken Little?;Award
urn:LCQuAD:id:3239;What are the prizes awarded to the main members of DisneyToon Studios?;Award
urn:LCQuAD:id:579;what awards have been giving to Muhammad Yunus?;Award
urn:LCQuAD:id:2306;Name the awards that have been given to the writer made famous for Creature Comforts?;Award
urn:LCQuAD:id:265;Which awards are presented by Swedish Academy?;Award
urn:LCQuAD:id:3229;Name the award given in Norway and presented by Swedish Academy ?;Award
urn:LCQuAD:id:1556;What currencies are circulated in the countries where people speak French?;Currency
urn:LCQuAD:id:2851;What currencies are used in the countries which have been governed by Francois Hollande?;Currency
urn:LCQuAD:id:3273;What is the currency of the country of Kerguelen Islands?;Currency
urn:LCQuAD:id:1360;Which engine s successor s predecessor is BMW M10?;Device
urn:LCQuAD:id:3914;What product is made by Sony and Foxconn togather?;Device
urn:LCQuAD:id:2856;List all the developers of the Oddworld series?;Device
urn:LCQuAD:id:3865;Which appliance s CPU is Cell (microprocessor) and predecessor is PlayStation 2?;Device
urn:LCQuAD:id:4778;Which developer of  the Spider-Man: Edge of Time is the  successor of PlayStation 2 ?;Device
urn:LCQuAD:id:169;what are some devices made by asus?;Device
urn:LCQuAD:id:4799;Which appliance has cpu from Freescale Semiconductor and Marvell Technology Group?;Device
urn:LCQuAD:id:4196;What are some products manufactured by Sony? ;Device
urn:LCQuAD:id:1858;What is the device whose successor s CPU is by AMD?;Device
urn:LCQuAD:id:4200;What have some famous Christians died of?;Disease
urn:LCQuAD:id:831;Who is the spouse of Willian Menalaus?;Disease
urn:LCQuAD:id:3765;Name the cause of death of Martino Martini ?;Disease
urn:LCQuAD:id:2564;How did Letitia MacTavish Hargrave died ?;Disease
urn:LCQuAD:id:4645;What killed John Thompson Mason and Martino Martini?;Disease
urn:LCQuAD:id:1338;To which religion does the commander of South Thailand insurgency belong?;EthnicGroup
urn:LCQuAD:id:2836;What are some non fiction subjects dealt with in fantasy novels?;EthnicGroup
urn:LCQuAD:id:2746;What is the ideology of Palang Dharma Party ?;EthnicGroup
urn:LCQuAD:id:4925;Which idelogy of the Palang Dharma Party is also the  faith of Miao people ?;EthnicGroup
urn:LCQuAD:id:3103;What religion is followed by the commander of Defense Security Command?;EthnicGroup
urn:LCQuAD:id:4893;What faith do hang chuon naron and Kron Ngoy follow?;EthnicGroup
urn:LCQuAD:id:495;What political ideology of the Palang Dharma Party is relegion of Inthakin?;EthnicGroup
urn:LCQuAD:id:113;What religions do politicians in the Korean Minjoo Party follow?;EthnicGroup
urn:LCQuAD:id:286;Name the religious affiliation of Vagif Aliyev ?;EthnicGroup
urn:LCQuAD:id:1510;What is the type of Vesak ?;EthnicGroup
urn:LCQuAD:id:1586;Which religion s people are member of BJP?;EthnicGroup
urn:LCQuAD:id:3558;People of which religion have been the members of parliament, and are from the Kalutara Electoral district?;EthnicGroup
urn:LCQuAD:id:1698;What kind of buildings were designed by Pyusawhti?;EthnicGroup
urn:LCQuAD:id:2319;What is the ideology of the Union of Cambodian Democrats which is also the ideology of Palang Dharma Party ?;EthnicGroup
urn:LCQuAD:id:464;Who is the founder of Hohenau, Paraguay?;EthnicGroup
urn:LCQuAD:id:4573;Which religions are followed by people in England?;EthnicGroup
urn:LCQuAD:id:4627;Which religion followers are in the Royal Thai Army?;EthnicGroup
urn:LCQuAD:id:2020;Which religion did both anupong paochinda and udit raj follow?;EthnicGroup
urn:LCQuAD:id:607;What religion s politicians are in the Malaysian Chinese association?;EthnicGroup
urn:LCQuAD:id:400;The Prime minister who worked in the Khmer Issarak follows which religion?;EthnicGroup
urn:LCQuAD:id:181;List the religion of people in the Cambodian human rights party?;EthnicGroup
urn:LCQuAD:id:3489;What are all the religions that have been followed by the Sir Lankan attorneys?;EthnicGroup
urn:LCQuAD:id:3451;What religions are followed by economists?;EthnicGroup
urn:LCQuAD:id:4831;In what wars was Steve Buyer involved?;Event
urn:LCQuAD:id:1038;Which wars were fought by the commander whose deputy was Robert T. Herres?;Event
urn:LCQuAD:id:1345;Which are the races in which Martin Molony participated?;Event
urn:LCQuAD:id:2968;List the battles in which alumni of US Army Command and General Staff College fought?;Event
urn:LCQuAD:id:3414;Which military battles are associated with Israel?;Event
urn:LCQuAD:id:2591;In which wars did commanders born in Indochina fight?;Event
urn:LCQuAD:id:1006;name the races where bobby beasley took part ?;Event
urn:LCQuAD:id:2042;In which military conflict were Phm Vn ng and John McEwen commanders ?;Event
urn:LCQuAD:id:115;What were the major actions taken by the politicians living in Gales Ferry, Connecticut?;Event
urn:LCQuAD:id:2359;Colin Powell was the commander of which military conflict ?;Event
urn:LCQuAD:id:85;In which war did Roh Tae Woo and Lee Leffingwell fight?;Event
urn:LCQuAD:id:4970;Name the military conflict whose commander was Colin Powell and took place in israel ?;Event
urn:LCQuAD:id:2071;In what battles did president Park Chung-hee participate?;Event
urn:LCQuAD:id:2848;In which racing championships did Bobby Beasley and Martin Molony participate?;Event
urn:LCQuAD:id:4411;List the ingredients of Kaszanka?;Food
urn:LCQuAD:id:87;What can be cooked out of things belonging to the order Sapindales?;Food
urn:LCQuAD:id:1310;Name some dishes made with flowering plants.;Food
urn:LCQuAD:id:4860;What beverages originate in Leuven?;Food
urn:LCQuAD:id:371;What are some cars which came before the ones on a GM B base?;MeanOfTransportation
urn:LCQuAD:id:1985;What all are in the states whose anthem is Ja, vi esker dette landet?;MeanOfTransportation
urn:LCQuAD:id:2639;What is the occupation of the people who are born in Iowa?;PersonFunction
urn:LCQuAD:id:3752;What are the beverages whose origin is England?;Species
urn:LCQuAD:id:3338;Which species  members are there in the animal kingdom?;Species
urn:LCQuAD:id:1392;What are the mammals whose phylum is Chordate?;Species
urn:LCQuAD:id:4681;What mammals are classified into Diprotodontia ?;Species
urn:LCQuAD:id:1469;What are some primates?;Species
urn:LCQuAD:id:2245;What mammals fall into the biological family Canidae?;Species
urn:LCQuAD:id:1378;What belongs to the families of Buccinidae and Buccinoidea?;Species
urn:LCQuAD:id:3932;List  bacterias whose orde is Bacillales and division is Firmicutes?;Species
urn:LCQuAD:id:3924;Name the mammals which are primate and belongs to family of ape ?;Species
urn:LCQuAD:id:123;What are some families of mammals in the animal kingdom?;Species
urn:LCQuAD:id:3505;Whose families are Buccinoidea and Buccinidae?;Species
urn:LCQuAD:id:3678;What are some common ingredients used in Swedish dishes?;Species
urn:LCQuAD:id:513;What are a few molluscas whose family is Buccinidae?;Species
urn:LCQuAD:id:3594;Where did the music genre of Harry and the Potters originate?;TopicalConcept
urn:LCQuAD:id:4257;What are some characters of series produced by Ricky Grevais?;Work
urn:LCQuAD:id:465;List the show related to the which was followed by Doctor Who Extra?;Work
urn:LCQuAD:id:2351;Name the series of Doctor Who: Evacuation Earth ?;Work
urn:LCQuAD:id:3418;What are some short story kind of Books?;Work
urn:LCQuAD:id:4701;Which games publishers are located in California?;Work
urn:LCQuAD:id:1739;Give me some softwares which run on mac os;Work
urn:LCQuAD:id:1210;List the shows whose network is run by BBC.;Work
urn:LCQuAD:id:553;Name the TV show whose opening theme is Gary Portnoy and the subsequent work is Frasier?;Work
urn:LCQuAD:id:2195;List things developed by Autoconf ?;Work
urn:LCQuAD:id:1541;Which shows had their painters born in England?;Work
urn:LCQuAD:id:4995;What movies have been produced by the production house owned by Larry J. Franco?;Work
urn:LCQuAD:id:3429;Give me all tv shows which are based in boston and massachusetts?;Work
urn:LCQuAD:id:734;List the movies directed by Stanley Kubrick?;Work
urn:LCQuAD:id:4112;Which movies have their music composed by someone that signed up with RCA Records?;Work
urn:LCQuAD:id:2924;List the movies produced by Michael Deeley ?;Work
urn:LCQuAD:id:1095;What are the television shows which are in NTSC and 5.1 surround sound?;Work
urn:LCQuAD:id:1212;What are some games availible on nintendo s virtual console?;Work
urn:LCQuAD:id:1025;What is the television show whose sculptor is C. E. Webber and composed by Murray Gold?;Work
urn:LCQuAD:id:1041;What is the game platform of Google Cloud Connect ?;Work
urn:LCQuAD:id:1192;List softwares written in C++ and runs on Mac OS ?;Work
urn:LCQuAD:id:415;Name the sitcoms whose network s owning company is Chris-Craft Industries?;Work
urn:LCQuAD:id:4259;What are the television shows whose company is Playtone?;Work
urn:LCQuAD:id:1260;List the books whose authors are in Alcal de Henares.;Work
urn:LCQuAD:id:378;What are the books written by the the person who made the Novelas ejemplares?;Work
urn:LCQuAD:id:4035;What was created by Larry David and Jerry Seinfeld?;Work
urn:LCQuAD:id:2305;List TV shows with producer as Erik Bork and company is DreamWorks Television ?;Work
urn:LCQuAD:id:2722;Name the TV show broadcasted by Fox and presented by Ryan Seacrest ?;Work
urn:LCQuAD:id:2997;What is the musical whose music is by Jose Luis Narom,  based upon?;Work
urn:LCQuAD:id:4478;Which TV show s composer is Judy  Hart  Angelo and executive producer as Glen and Les Charles?;Work
urn:LCQuAD:id:150;Name some shows whose company is owned by the CBS Corporation?;Work
urn:LCQuAD:id:1305;Which things have been made by artists who died in Midhurst?;Work
urn:LCQuAD:id:1598;What television show are distributed by Broadcast syndication?;Work
urn:LCQuAD:id:4900;Which TV show s producer is Stephen E. Ambrose and company is DreamWorks Television?;Work
urn:LCQuAD:id:3975;Laozi authored which book?;Work
urn:LCQuAD:id:1862;What are the movies whose musicians s home town is Volos?;Work
urn:LCQuAD:id:4528;What are some magazines whose publishers are themselves Rock and Roll Hall of Fame members?;Work
urn:LCQuAD:id:332;Which magazine s publisher is Jann Wenner and founded by Ralph J. Gleason?;Work
urn:LCQuAD:id:14;What tv series can be said to be related to the sarah jane adventure and dr who confidential?;Work
urn:LCQuAD:id:4385;Which sitcoms are made by a company headquartered in NYC?;Work
urn:LCQuAD:id:1905;Some movies whose screenplay is done by american born people?;Work
urn:LCQuAD:id:2835;Which work is both Neil Cross and Lars Pearson both known for ?;Work
urn:LCQuAD:id:1157;List the shows whose company s successor is Amblin Television.;Work
urn:LCQuAD:id:2388;What is the television show whose opening theme is Where Everybody Knows Your Name?;Work
urn:LCQuAD:id:1051;Which movies  composers have won a BAFTA for film music?;Work
urn:LCQuAD:id:4687;List the books by the authors buried in the Convent of the Barefoot Trinitarians?;Work
urn:LCQuAD:id:1837;What is the television show whose opening theme s album is Cheers?;Work
urn:LCQuAD:id:44;In which television shows have Steven Moffat served as an executive producer?;Work
urn:LCQuAD:id:413;What are the movies whose cinematographer is Gregg Toland?;Work
urn:LCQuAD:id:1881;What shows are on the networks which are from the United States?;Work
urn:LCQuAD:id:3123;Momoko Kchi has acted in which movie ?;Work
urn:LCQuAD:id:4377;What is the  name of the television show whose developer is J. Michael Straczynski and actor is Jason Carter (actor)?;Work
urn:LCQuAD:id:1522;Which software uses windows as it s operating system and is written in C++ ?;Work
urn:LCQuAD:id:4854;Which BBC s TV show is related with the Sarah Jane Adventures?;Work
urn:LCQuAD:id:1227;What are the shows whose creator has worked as a screenwriter?;Work
urn:LCQuAD:id:1225;What softwares were created by Apple Productivity Experience Group ?;Work
urn:LCQuAD:id:1893;What famous work is derived from the one whose lyrics are written by Inma Gonzales?;Work
urn:LCQuAD:id:2617;What is the television show whose previous work is The Spirit of Christmas (short film)?;Work
urn:LCQuAD:id:1476;Name the TV show whose cast member is Companion (Doctor Who) and is related to The Sarah Jane Adventures?;Work
urn:LCQuAD:id:3740;Which shows  opening themes was used to make If We Were a Movie?;Work
urn:LCQuAD:id:1580;Name few television shows s anchored by Ryan Seacrest?;Work
urn:LCQuAD:id:4574;Which televison shows have location as Massachusetts ?;Work
urn:LCQuAD:id:2218;What medals have been given to people who died of lung cancer?;Work
urn:LCQuAD:id:4287;What is the show which opens with Gary Portnoy and Where Everybody Knows Your Name?;Work
urn:LCQuAD:id:4194;Name the TV shows related to Babylon 5: The Lost Tales and is aired on Prime TIme Entertainment Networks ?;Work
urn:LCQuAD:id:4576;Give me some series whose network s owning company is Warner Bros. Television?;Work
urn:LCQuAD:id:660;List the notable work of David Isaacs (writer)?;Work
urn:LCQuAD:id:267;Which motion picture stories were edited by Ishir Honda?;Work
urn:LCQuAD:id:4442;Name the tv series produced by Stephen Ambrose and Erik Bork?;Work
urn:LCQuAD:id:3372;Which tv series have a score composed by judy hard angelo?;Work
urn:LCQuAD:id:3555;Name the movie whose director of photography is Gregg Toland and Bernard Herrmann was the music composer?;Work
urn:LCQuAD:id:550;Which television shows has sound format as 5.1 surround?;Work
urn:LCQuAD:id:4418;What products do US companies make?;Work
urn:LCQuAD:id:929;Which television show is the subsequent work of Frasier and the opening theme is Gary Portnoy?;Work
urn:LCQuAD:id:3905;Name all sitcoms whose theme music is made by Miley Cyrus?;Work
urn:LCQuAD:id:3804;What are the movies whose editor died in Westwood, Los Angeles?;Work
urn:LCQuAD:id:4776;What are the software which uses  platforms as ARM architecture?;Work
urn:LCQuAD:id:4554;What are the products of the company who published Robot Wars: Metal Mayhem ?;Work
urn:LCQuAD:id:2610;What are the television shows whose network is BBC HD?;Work
urn:LCQuAD:id:2023;What is the television show whose cast members are Jeff Conaway and Jason Carter?;Work
urn:LCQuAD:id:1754;List the movie whose music was given by Geoffrey Burgon and distributed by Cinema International Corporation?;Work
urn:LCQuAD:id:4036;Which license of the Microsoft Office Picture Manager is also the  product of the Apple Productivity Experience Group ;Work
urn:LCQuAD:id:212;What all is owned by a company one of whose division is Paramount Domestic Television?;Work
urn:LCQuAD:id:2822;What are the movies whose music composer is Akira Ifukube?;Work
urn:LCQuAD:id:3669;What all are written in the C programming language?;Work
urn:LCQuAD:id:392;What are some US citizens famous for?;Work
urn:LCQuAD:id:1948;List the subsequent work of the albums whose one of the subsequent work is Planet Waves?;Work
urn:LCQuAD:id:3892;What are the movies whose editor is Robert Wise?;Work
urn:LCQuAD:id:767;What are the television shows whose network s sister station is BBC Two?;Work
urn:LCQuAD:id:4119;What are the television shows whose network s successor is BBC Two?;Work
urn:LCQuAD:id:1960;What are the last two studio albums of Moondog Matinee ?;Work
urn:LCQuAD:id:4460;What television shows s distributor is Eurovision?;Work
urn:LCQuAD:id:4694;Which television show is based in Massachusetts and has opening theme as Where Everybody Knows Your Name ?;Work
urn:LCQuAD:id:2665;In what tv shows did Jason Carter act?;Work
urn:LCQuAD:id:1821;What are the software whose operating systems are Mac OS and Microsoft Windows?;Work
urn:LCQuAD:id:2668;Which television shows have been produced by Erik Bork?;Work
urn:LCQuAD:id:1826;To which books Thomas Egerton, an editor?;Work
urn:LCQuAD:id:3886;Which magazines were founded by ann Wenner ?;Work
urn:LCQuAD:id:1462;What are the movies whose music is composed by Vangelis?;Work
urn:LCQuAD:id:2578;Who is the publisher of The Rolling Stone Album Guide ?;Work
urn:LCQuAD:id:1440;Name the television show created by CE Webber and also has actor named Companion?;Work
urn:LCQuAD:id:3721;Producers of what have died in Mississippi?;Work
urn:LCQuAD:id:3614;List the software which uses Microsoft Windows as their operating system ?;Work
urn:LCQuAD:id:3481;What all has been created by Jerry Siegel?;Work
urn:LCQuAD:id:3126;Which shows are similar to the ones produced by Phil Collinson?;Work
urn:LCQuAD:id:2003;Movie s produced by Michael Deeley has Jordan Cronenweth as director of photography;Work
urn:LCQuAD:id:4089;Name some software as a service?;Work
urn:LCQuAD:id:4228;Name the TV shows whose developer is J. Michael Straczynski and executive producer is Douglas Netter?;Work
urn:LCQuAD:id:4907;What series is Mazes of Time from, and is produced by BBC multimedia?;Work
urn:LCQuAD:id:380;Name the TV show whose network is NBC and is the subsequent work of Fraiser ?;Work
urn:LCQuAD:id:4309;Name the movie whose director is Stanley Kubrick and editor is Anthony Harvey?;Work
urn:LCQuAD:id:4589;In which series has Sean Young portrayed someone?;Work
urn:LCQuAD:id:3093;Which are the television show which have been created by Donald Wilson?;Work
urn:LCQuAD:id:2514;What is the television show whose developer is J. Michael Straczynski?;Work
urn:LCQuAD:id:1007;What is the content license of Darcs ?;Work
urn:LCQuAD:id:1548;Which contnet license provider of Microsoft Office Picture Manager is also the game platform of Google Clud Connect ?;Work
urn:LCQuAD:id:1285;On which subjects does the author of the novel Thud! delve?;Work
urn:LCQuAD:id:2162;Which program was on NBC network with executive producer as Glen and Les Charles?;Work
urn:LCQuAD:id:1380;List down all notable works of Neil Cross ?;Work
urn:LCQuAD:id:3650;Name the television show whose subsequent work is Frasier and opening theme is Where Everybody Knows Your Name?;Work
urn:LCQuAD:id:3985;Which Tv series led to Frasier?;Work
urn:LCQuAD:id:1165;What is the television show whose opening theme is Te Deum (Charpentier)?;Work
urn:LCQuAD:id:244;To which series does the character of Londo Mollari belong?;Work
urn:LCQuAD:id:813;What are some movies written by British writers?;Work
urn:LCQuAD:id:3487;What tv shows were born out of a collaboration of playtone and dreamworks?;Work
urn:LCQuAD:id:2544;What are the famous Uni Toronto scientists known for?;Work
urn:LCQuAD:id:4293;Name few TV shows aired by Prime Time Entertainment Network?;Work
