question,questionText,type
urn:QALD:id:319,How many pages does War and Peace have?,urn:QALD:answertype:number
urn:QALD:id:327,How many states are in Mexico?,urn:QALD:answertype:number
urn:QALD:id:329,How much did the Lego Movie cost?,urn:QALD:answertype:number
urn:QALD:id:342,How much did Pulp Fiction cost?,urn:QALD:answertype:number
urn:QALD:id:351,How many people live in Eurasia?,urn:QALD:answertype:number
urn:QALD:id:353,"What is the total population of Melbourne, Florida?",urn:QALD:answertype:number
urn:QALD:id:362,How many children did Benjamin Franklin have?,urn:QALD:answertype:number
urn:QALD:id:363,How tall is Michael Jordan?,urn:QALD:answertype:number
urn:QALD:id:385,How many languages are spoken in Colombia?,urn:QALD:answertype:number
urn:QALD:id:392,How tall is Amazon Eve?,urn:QALD:answertype:number
urn:QALD:id:104,Was Marc Chagall a jew?,urn:QALD:answertype:boolean
urn:QALD:id:107,Was Margaret Thatcher a chemist?,urn:QALD:answertype:boolean
urn:QALD:id:131,Is Christian Bale starring in Batman Begins?,urn:QALD:answertype:boolean
urn:QALD:id:160,Does the new Battlestar Galactica series have more episodes than the old one?,urn:QALD:answertype:boolean
urn:QALD:id:166,Is Egypts largest city also its capital?,urn:QALD:answertype:boolean
urn:QALD:id:180,Is Darth Vader Luke’s father?,urn:QALD:answertype:boolean
urn:QALD:id:193,Is Cola a beverage?,urn:QALD:answertype:boolean
urn:QALD:id:198,Was the Cuban Missile Crisis earlier than the Bay of Pigs Invasion?,urn:QALD:answertype:boolean
urn:QALD:id:211,Was Sigmund Freud married?,urn:QALD:answertype:boolean
urn:QALD:id:214,Are tree frogs a type of amphibian?,urn:QALD:answertype:boolean
urn:QALD:id:223,Is horse racing a sport?,urn:QALD:answertype:boolean
urn:QALD:id:227,Is the wife of president Obama called Michelle?,urn:QALD:answertype:boolean
urn:QALD:id:235,Is Frank Herbert still alive?,urn:QALD:answertype:boolean
urn:QALD:id:245,Was the wife of president Lincoln called Mary?,urn:QALD:answertype:boolean
urn:QALD:id:266,Did Arnold Schwarzenegger attend a university?,urn:QALD:answertype:boolean
urn:QALD:id:267,Is James Bond married?,urn:QALD:answertype:boolean
urn:QALD:id:268,Does the Isar flow into a lake?,urn:QALD:answertype:boolean
urn:QALD:id:274,Is Barack Obama a democrat?,urn:QALD:answertype:boolean
urn:QALD:id:308,Did Che Guevara have children?,urn:QALD:answertype:boolean
urn:QALD:id:309,Did Kaurismäki ever win the Grand Prix at Cannes?,urn:QALD:answertype:boolean
urn:QALD:id:314,Is Christian Bale starring in Velvet Goldmine?,urn:QALD:answertype:boolean
urn:QALD:id:318,Was Natalie Portman born in the United States?,urn:QALD:answertype:boolean
urn:QALD:id:324,Was U.S. president Jackson involved in a war?,urn:QALD:answertype:boolean
urn:QALD:id:326,Did Tesla win a nobel prize in physics?,urn:QALD:answertype:boolean
urn:QALD:id:334,Does Neymar play for Real Madrid?,urn:QALD:answertype:boolean
urn:QALD:id:336,Do Prince Harry and Prince William have the same parents?,urn:QALD:answertype:boolean
urn:QALD:id:338,Does Breaking Bad have more episodes than Game of Thrones?,urn:QALD:answertype:boolean
urn:QALD:id:343,Is proinsulin a protein?,urn:QALD:answertype:boolean
urn:QALD:id:344,Do Urdu and Persian have a common root?,urn:QALD:answertype:boolean
urn:QALD:id:346,Is Lake Baikal bigger than the Great Bear Lake?,urn:QALD:answertype:boolean
urn:QALD:id:358,Is there a video game called Battle Chess?,urn:QALD:answertype:boolean
urn:QALD:id:360,Does the Ford Motor Company have a manufacturing plant in Malaysia?,urn:QALD:answertype:boolean
urn:QALD:id:361,Did Socrates influence Aristotle?,urn:QALD:answertype:boolean
urn:QALD:id:374,Does Abraham Lincoln's death place have a website?,urn:QALD:answertype:boolean
urn:QALD:id:375,Did Elvis Presley have children?,urn:QALD:answertype:boolean
urn:QALD:id:376,Is Michelle Obama the wife of Barack Obama?,urn:QALD:answertype:boolean
urn:QALD:id:405,Is Rita Wilson the wife of Tom Hanks?,urn:QALD:answertype:boolean
urn:QALD:id:35,When was the Statue of Liberty built?,urn:QALD:answertype:date
urn:QALD:id:89,When was Alberta admitted as province?,urn:QALD:answertype:date
urn:QALD:id:92,When were the Hells Angels founded?,urn:QALD:answertype:date
urn:QALD:id:138,When did Latvia join the EU?,urn:QALD:answertype:date
urn:QALD:id:141,Give me the birthdays of all actors of the television show Charmed.,urn:QALD:answertype:date
urn:QALD:id:177,When was Olof Palme shot?,urn:QALD:answertype:date
urn:QALD:id:218,when was the founding date of french fifth republic?,urn:QALD:answertype:date
urn:QALD:id:226,When was the last episode of the TV series Friends aired?,urn:QALD:answertype:date
urn:QALD:id:239,When was the death  of  Shakespeare?,urn:QALD:answertype:date
urn:QALD:id:252,When was John Adams born?,urn:QALD:answertype:date
urn:QALD:id:281,When will start the final match of the football world cup 2018?,urn:QALD:answertype:date
urn:QALD:id:325,When was the Titanic completed?,urn:QALD:answertype:date
urn:QALD:id:356,When did Operation Overlord commence?,urn:QALD:answertype:date
urn:QALD:id:368,When did the Ming dynasty dissolve?,urn:QALD:answertype:date
urn:QALD:id:388,When did Boris Becker end his active career?,urn:QALD:answertype:date
urn:QALD:id:27,Who is the daughter of Ingrid Bergman married to?,urn:QALD:answertype:string
urn:QALD:id:49,What is the official color of the University of Oxford?,urn:QALD:answertype:string
urn:QALD:id:151,What is the birth name of Angela Merkel?,urn:QALD:answertype:string
urn:QALD:id:175,Give me all B-sides of the Ramones.,urn:QALD:answertype:string
urn:QALD:id:229,Who is 8th president of US?,urn:QALD:answertype:string
urn:QALD:id:233,What is the birth name of Adele?,urn:QALD:answertype:string
urn:QALD:id:255,Which species does an elephant belong?,urn:QALD:answertype:string
urn:QALD:id:299,Who are the writers of the Wall album of Pink Floyd?,urn:QALD:answertype:string
urn:QALD:id:341,What was the final result of the War of the Roses?,urn:QALD:answertype:string
urn:QALD:id:401,Who writes the Farmers' Almanac?,urn:QALD:answertype:string
urn:QALD:id:410,What was the first name of the band Queens of the Stone Age?,urn:QALD:answertype:string
urn:QALD:id:242,Where is the origin of Carolina reaper?,urn:QALD:answertype:uri
